id,precision,recall,f1
293,0.666667,1,0.8
294,0.0124224,1,0.0245399
295,0.571429,1,0.727273
296,1,1,1
297,0.8,1,0.888889
298,0.8,1,0.888889
299,0.8,1,0.888889
300,0.666667,1,0.8
301,0.00106213,1,0.00212202
302,1,1,1
303,1,1,1
304,1,1,1
305,0.8,1,0.888889
306,0.307692,1,0.470588
307,0.666667,1,0.8
308,0.8,1,0.888889
309,0.8,1,0.888889
310,0.363636,1,0.533333
311,1,1,1
312,1,1,1
313,1,1,1
314,0.555556,1,0.714286
315,0.625,1,0.769231
316,0.666667,1,0.8
317,1,1,1
318,0.714286,1,0.833333
319,0.0769231,1,0.142857
320,1,1,1
321,0.625,1,0.769231
322,0.0393701,1,0.0757576
323,0.0549451,1,0.104167
324,0.625,1,0.769231
325,1,1,1
326,1,1,1
327,0.428571,1,0.6
328,0.666667,1,0.8
329,0.833333,1,0.909091
330,0.5,1,0.666667
331,0.714286,1,0.833333
332,0.0806452,1,0.149254
333,1,1,1
334,0.0833333,1,0.153846
335,1,1,1
336,1,1,1
337,1,1,1
338,0.833333,1,0.909091
339,0.5,1,0.666667
340,0.714286,1,0.833333
341,0.111111,1,0.2
342,0.833333,1,0.909091
343,0.833333,1,0.909091
344,0.714286,1,0.833333
345,0.833333,1,0.909091
346,0.625,1,0.769231
347,1,1,1
348,0.75,1,0.857143
349,0.625,1,0.769231
350,0.833333,1,0.909091
351,0.75,1,0.857143
352,1,1,1
353,0.357143,1,0.526316
354,0.00809061,1,0.0160514
355,0.833333,1,0.909091
356,1,1,1
357,0.454545,1,0.625
358,0.666667,1,0.8
359,0.714286,1,0.833333
360,1,1,1
361,1,1,1
362,0.833333,1,0.909091
363,1,1,1
364,1,1,1
365,0.263158,1,0.416667
366,0.625,1,0.769231
367,1,1,1
368,0.833333,1,0.909091
369,0.135135,1,0.238095
370,1,1,1
371,1,1,1
372,0.833333,1,0.909091
373,0.833333,1,0.909091
374,0.714286,1,0.833333
375,0.555556,1,0.714286
376,0.5,1,0.666667
377,0.555556,1,0.714286
378,0.00128238,1,0.00256148
379,0.833333,1,0.909091
380,0.833333,1,0.909091
381,0.75,1,0.857143
382,0.8,1,0.888889
383,0.714286,1,0.833333
384,0.104167,1,0.188679
385,0.00123793,1,0.0024728
386,0.454545,1,0.625
387,1,1,1
388,0.714286,1,0.833333
389,0.833333,1,0.909091
390,0.0180505,1,0.035461
391,0.0112867,1,0.0223214
392,0.6,1,0.75
393,0.00694444,1,0.0137931
394,0.833333,1,0.909091
395,1,1,1
396,0.714286,1,0.833333
397,0.833333,1,0.909091
398,0.3125,1,0.47619
399,1,1,1
400,1,1,1
401,0.75,1,0.857143
402,0.714286,1,0.833333
403,0.357143,1,0.526316
404,0.357143,1,0.526316
405,1,1,1
406,1,1,1
407,0.333333,1,0.5
408,0.714286,1,0.833333
409,0.555556,1,0.714286
410,0.714286,1,0.833333
411,0.555556,1,0.714286
412,0.555556,1,0.714286
413,1,1,1
414,1,1,1
415,0.129032,1,0.228571
416,1,1,1
417,1,1,1
418,0.0152091,1,0.0299625
419,0.5,1,0.666667
420,0.555556,1,0.714286
421,0.555556,1,0.714286
422,1,1,1
423,0.833333,1,0.909091
424,0.833333,1,0.909091
425,0.08,1,0.148148
426,0.00177809,1,0.00354988
427,1,1,1
428,0.8,1,0.888889
429,0.0515464,1,0.0980392
430,0.833333,1,0.909091
431,0.625,1,0.769231
432,0.714286,1,0.833333
433,1,1,1
434,0.833333,1,0.909091
435,0.833333,1,0.909091
436,0.714286,1,0.833333
437,1,1,1
438,0.000831716,1,0.00166205
439,0.571429,1,0.727273
440,0.625,1,0.769231
441,1,1,1
442,0.5,1,0.666667
443,0.625,1,0.769231
444,0.00209556,1,0.00418235
445,0.8,1,0.888889
446,0.00103885,1,0.00207555
447,0.357143,1,0.526316
448,1,1,1
449,1,1,1
450,0.75,1,0.857143
451,0.00796178,1,0.0157978
452,0.714286,1,0.833333
453,0.0188679,1,0.037037
454,0.833333,1,0.909091
455,1,1,1
456,0.75,1,0.857143
457,1,1,1
458,0.00228728,1,0.00456413
459,0.285714,1,0.444444
460,0.192308,1,0.322581
461,0.121951,1,0.217391
462,1,1,1
463,0.833333,1,0.909091
464,1,1,1
465,1,1,1
466,1,1,1
467,0.2,1,0.333333
468,0.833333,1,0.909091
469,0.178571,1,0.30303
470,1,1,1
471,0.00111012,1,0.00221779
472,0.5,1,0.666667
473,1,1,1
474,0.555556,1,0.714286
475,0.8,1,0.888889
476,0.625,1,0.769231
477,0.5,1,0.666667
478,0.666667,1,0.8
479,0.15625,1,0.27027
480,0.00677507,1,0.013459
481,0.384615,1,0.555556
482,0.833333,1,0.909091
483,1,1,1
484,0.714286,1,0.833333
485,0.666667,1,0.8
486,0.333333,1,0.5
487,0.5,1,0.666667
488,0.625,1,0.769231
489,1,1,1
490,0.555556,1,0.714286
491,1,1,1
492,0.625,1,0.769231
493,0.625,1,0.769231
494,1,1,1
495,0.8,1,0.888889
496,1,1,1
497,1,1,1
498,0.5,1,0.666667
499,0.714286,1,0.833333
500,1,1,1
501,0.666667,1,0.8
502,1,1,1
503,0.666667,1,0.8
504,0.285714,1,0.444444
505,0.461538,1,0.631579
506,0.75,1,0.857143
507,0.375,1,0.545455
508,0.666667,1,0.8
509,0.857143,1,0.923077
510,0.857143,1,0.923077
511,0.6,1,0.75
512,0.857143,1,0.923077
513,0.6,1,0.75
514,0.00202703,1,0.00404585
515,0.00116234,1,0.00232198
516,0.6,1,0.75
517,0.555556,1,0.714286
518,0.857143,1,0.923077
519,0.454545,1,0.625
520,0.545455,1,0.705882
521,1,1,1
522,0.857143,1,0.923077
523,0.6,1,0.75
524,0.6,1,0.75
525,0.857143,1,0.923077
526,0.555556,1,0.714286
527,0.833333,1,0.909091
528,0.6,1,0.75
529,0.75,1,0.857143
530,0.6,1,0.75
531,0.857143,1,0.923077
532,0.545455,1,0.705882
533,0.6,1,0.75
534,0.00852273,1,0.0169014
535,0.857143,1,0.923077
536,1,1,1
537,1,1,1
538,0.857143,1,0.923077
539,0.00639659,1,0.0127119
540,0.857143,1,0.923077
541,0.625,1,0.769231
542,0.833333,1,0.909091
543,1,1,1
544,0.857143,1,0.923077
545,0.857143,1,0.923077
546,1,1,1
547,0.857143,1,0.923077
548,1,1,1
549,0.625,1,0.769231
550,0.00203528,1,0.00406229
551,0.8,1,0.888889
552,0.75,1,0.857143
553,0.75,1,0.857143
554,1,1,1
555,0.857143,1,0.923077
556,1,1,1
557,0.75,1,0.857143
558,0.025641,1,0.05
559,0.6,1,0.75
560,0.75,1,0.857143
561,0.0032769,1,0.00653239
562,0.75,1,0.857143
563,0.000875401,1,0.00174927
564,0.461538,1,0.631579
565,0.00432526,1,0.00861326
566,0.147059,1,0.25641
567,0.147059,1,0.25641
568,0.454545,1,0.625
569,0.857143,1,0.923077
570,1,1,1
571,0.857143,1,0.923077
572,1,1,1
573,0.857143,1,0.923077
574,0.6,1,0.75
575,0.75,1,0.857143
576,1,1,1
577,0.666667,1,0.8
578,0.0181818,1,0.0357143
579,1,1,1
580,0.000557155,1,0.00111369
581,0.352941,1,0.521739
582,1,1,1
583,0.857143,1,0.923077
584,1,1,1
585,0.75,1,0.857143
586,0.666667,1,0.8
587,0.545455,1,0.705882
588,0.5,1,0.666667
589,0.75,1,0.857143
590,0.75,1,0.857143
591,0.75,1,0.857143
592,0.75,1,0.857143
593,1,1,1
594,0.6,1,0.75
595,0.857143,1,0.923077
596,0.0810811,1,0.15
597,1,1,1
598,0.555556,1,0.714286
599,0.214286,1,0.352941
600,1,1,1
601,0.00707547,1,0.0140515
602,0.461538,1,0.631579
603,0.857143,1,0.923077
604,0.000662105,1,0.00132333
605,0.8,1,0.888889
606,0.6,1,0.75
607,0.75,1,0.857143
608,1,1,1
609,0.6,1,0.75
610,0.75,1,0.857143
611,0.0227273,1,0.0444444
612,0.714286,1,0.833333
613,0.857143,1,0.923077
614,0.857143,1,0.923077
615,0.857143,1,0.923077
616,1,1,1
617,0.545455,1,0.705882
618,0.6,1,0.75
619,0.666667,1,0.8
620,0.0521739,1,0.0991736
621,0.6,1,0.75
622,0.0188088,1,0.0369231
623,1,1,1
624,0.285714,1,0.444444
625,0.0465116,1,0.0888889
626,1,1,1
627,1,1,1
628,1,1,1
629,1,1,1
630,0.857143,1,0.923077
631,0.857143,1,0.923077
632,0.857143,1,0.923077
633,0.75,1,0.857143
634,0.0410959,1,0.0789474
635,0.666667,1,0.8
636,0.162162,1,0.27907
637,0.545455,1,0.705882
638,0.0595238,1,0.11236
639,0.0352941,1,0.0681818
640,0.75,1,0.857143
641,0.00257069,1,0.00512821
642,0.5,1,0.666667
643,1,1,1
644,0.714286,1,0.833333
645,1,1,1
646,0.333333,1,0.5
647,0.666667,1,0.8
648,0.857143,1,0.923077
649,0.6,1,0.75
650,0.6,1,0.75
651,0.636364,1,0.777778
652,0.00442758,1,0.00881612
653,0.714286,1,0.833333
654,0.636364,1,0.777778
655,0.875,1,0.933333
656,0.857143,1,0.923077
657,1,1,1
658,0.0215385,1,0.0421687
659,1,1,1
660,0.875,1,0.933333
661,0.777778,1,0.875
662,1,0.142857,0.25
663,0.833333,1,0.909091
664,0.571429,1,0.727273
665,0.833333,1,0.909091
666,1,0.142857,0.25
667,0.636364,1,0.777778
668,1,1,1
669,1,1,1
670,1,1,1
671,0.0118846,1,0.0234899
672,1,1,1
673,0.666667,1,0.8
674,0.777778,1,0.875
675,0.5,1,0.666667
676,0.833333,1,0.909091
677,1,1,1
678,0.0429448,1,0.0823529
679,0.875,1,0.933333
680,0.00386313,1,0.00769654
681,0.777778,1,0.875
682,0.8,1,0.888889
683,1,0.142857,0.25
684,0.8,1,0.888889
685,0.0239726,1,0.0468227
686,0.875,1,0.933333
687,0.777778,1,0.875
688,0.5,1,0.666667
689,0.636364,1,0.777778
690,0.4375,1,0.608696
691,0.0137255,1,0.0270793
692,0.875,1,0.933333
693,0.714286,1,0.833333
694,0.875,1,0.933333
695,0.00255195,1,0.00509091
696,0.571429,1,0.727273
697,0.777778,1,0.875
698,0.875,1,0.933333
699,1,1,1
700,0.666667,1,0.8
701,0.00518135,1,0.0103093
702,0.777778,1,0.875
703,0.148936,1,0.259259
704,0.636364,1,0.777778
705,0.833333,1,0.909091
706,1,1,1
707,1,1,1
708,0.833333,1,0.909091
709,1,1,1
710,1,1,1
711,0.777778,1,0.875
712,1,1,1
713,0.0360825,1,0.0696517
714,0.8,1,0.888889
715,0.777778,1,0.875
716,0.777778,1,0.875
717,0.875,1,0.933333
718,0.7,1,0.823529
719,0.857143,1,0.923077
720,0.875,1,0.933333
721,0.21875,1,0.358974
722,0.0451613,1,0.0864198
723,1,0.142857,0.25
724,0.00346363,1,0.00690335
725,0.625,1,0.769231
726,0.0535714,1,0.101695
727,0.6,1,0.75
728,0.0482759,1,0.0921053
729,0.5,1,0.666667
730,0.428571,1,0.6
731,1,1,1
732,0.368421,1,0.538462
733,0.875,1,0.933333
734,0.875,1,0.933333
735,0.000972492,1,0.0019431
736,1,0.142857,0.25
737,0.75,1,0.857143
738,0.636364,1,0.777778
739,0.636364,1,0.777778
740,1,1,1
741,0.875,1,0.933333
742,0.454545,1,0.625
743,0.7,1,0.823529
744,0.75,1,0.857143
745,0.583333,1,0.736842
746,0.777778,1,0.875
747,1,1,1
748,0.875,1,0.933333
749,0.7,1,0.823529
750,0.538462,1,0.7
751,0.00573301,1,0.0114007
752,0.555556,1,0.714286
753,0.00199317,1,0.0039784
754,0.0149893,1,0.0295359
755,0.375,1,0.545455
756,0.7,1,0.823529
757,0.6,1,0.75
758,0.7,1,0.823529
759,0.777778,1,0.875
760,0.189189,1,0.318182
761,1,1,1
762,1,1,1
763,1,1,1
764,0.368421,1,0.538462
765,0.777778,1,0.875
766,0.0482759,1,0.0921053
767,1,1,1
768,0.875,1,0.933333
769,0.777778,1,0.875
770,0.583333,1,0.736842
771,0.636364,1,0.777778
772,1,1,1
773,0.875,1,0.933333
774,0.75,1,0.857143
775,1,1,1
776,1,1,1
777,1,1,1
778,1,1,1
779,0.0331754,1,0.0642202
780,0.0282258,1,0.054902
781,0.875,1,0.933333
782,0.583333,1,0.736842
783,0.00374131,1,0.00745474
784,0.538462,1,0.7
785,0.7,1,0.823529
786,0.5,1,0.666667
787,0.75,1,0.857143
788,0.8,1,0.888889
789,0.004375,1,0.00871189
790,0.875,1,0.933333
791,0.636364,1,0.777778
792,0.538462,1,0.7
793,0.636364,1,0.777778
794,0.666667,1,0.8
795,0.875,1,0.933333
796,0.000973845,1,0.0019458
797,0.7,1,0.823529
798,0.00183679,1,0.00366684
799,1,1,1
800,1,1,1
801,0.636364,1,0.777778
802,0.857143,1,0.923077
803,0.666667,1,0.8
804,0.636364,1,0.777778
805,1,1,1
806,0.727273,1,0.842105
807,0.0547945,1,0.103896
808,1,1,1
809,0.186047,1,0.313725
810,0.00592154,1,0.0117734
811,0.727273,1,0.842105
812,0.875,1,0.933333
813,0.857143,1,0.923077
814,0.0211082,1,0.0413437
815,0.8,1,0.888889
816,0.470588,1,0.64
817,0.727273,1,0.842105
818,0.888889,1,0.941176
819,1,1,1
820,0.00797267,1,0.0158192
821,0.888889,1,0.941176
822,0.006639,1,0.0131904
823,0.555556,1,0.714286
824,0.857143,1,0.923077
825,0.666667,1,0.8
826,1,1,1
827,0.888889,1,0.941176
828,0.0024055,1,0.00479945
829,1,0.125,0.222222
830,1,1,1
831,0.888889,1,0.941176
832,0.615385,1,0.761905
833,0.888889,1,0.941176
834,1,1,1
835,0.888889,1,0.941176
836,0.333333,1,0.5
837,1,1,1
838,0.7,0.875,0.777778
839,0.666667,1,0.8
840,0.875,0.875,0.875
841,0.0410256,1,0.0788177
842,0.470588,1,0.64
843,0.8,1,0.888889
844,0.571429,1,0.727273
845,0.272727,1,0.428571
846,0.888889,1,0.941176
847,0.421053,1,0.592593
848,0.533333,1,0.695652
849,1,0.125,0.222222
850,0.137931,1,0.242424
851,0.75,1,0.857143
852,0.888889,1,0.941176
853,1,1,1
854,0.380952,1,0.551724
855,0.5,1,0.666667
856,1,1,1
857,0.0304348,1,0.0590717
858,0.666667,1,0.8
859,1,1,1
860,0.875,1,0.933333
861,0.5,1,0.666667
862,0.5,1,0.666667
863,0.00038373,1,0.000767165
864,0.888889,1,0.941176
865,0.875,1,0.933333
866,1,1,1
867,0.241379,1,0.388889
868,0.571429,1,0.727273
869,0.888889,1,0.941176
870,0.666667,1,0.8
871,0.533333,1,0.695652
872,0.888889,1,0.941176
873,0.8,1,0.888889
874,0.8,1,0.888889
875,0.307692,1,0.470588
876,0.00260841,1,0.00520325
877,0.00754006,1,0.0149673
878,0.8,1,0.888889
879,1,1,1
880,0.538462,1,0.7
881,0.888889,1,0.941176
882,0.666667,1,0.8
883,0.888889,1,0.941176
884,0.583333,1,0.736842
885,0.380952,1,0.551724
886,0.615385,1,0.761905
887,1,0.125,0.222222
888,0.097561,1,0.177778
889,0.7,1,0.823529
890,0.75,1,0.857143
891,0.888889,1,0.941176
892,0.363636,1,0.533333
893,0.0720721,1,0.134454
894,1,1,1
895,0.666667,1,0.8
896,0.5,1,0.666667
897,0.8,1,0.888889
898,1,0.125,0.222222
899,0.0677966,1,0.126984
900,0.875,1,0.933333
901,0.727273,1,0.842105
902,0.533333,1,0.695652
903,1,1,1
904,0.00242365,1,0.00483559
905,0.615385,1,0.761905
906,0.857143,1,0.923077
907,0.888889,1,0.941176
908,0.888889,1,0.941176
909,0.666667,1,0.8
910,0.666667,1,0.8
911,0.6,1,0.75
912,0.888889,1,0.941176
913,1,1,1
914,0.00725953,1,0.0144144
915,1,0.125,0.222222
916,0.625,1,0.769231
917,0.8,1,0.888889
918,0.4375,1,0.608696
919,0.727273,1,0.842105
920,1,1,1
921,0.00537634,1,0.0106952
922,0.421053,1,0.592593
923,0.888889,1,0.941176
924,0.35,1,0.518519
925,0.142857,1,0.25
926,1,1,1
927,0.857143,1,0.923077
928,0.8,1,0.888889
929,0.00319361,1,0.00636689
930,0.00679694,1,0.0135021
931,0.00103506,1,0.00206799
932,0.875,1,0.933333
933,0.888889,1,0.941176
934,0.363636,1,0.533333
935,0.135593,1,0.238806
936,0.205128,1,0.340426
937,0.205128,1,0.340426
938,0.128205,1,0.227273
939,0.00206186,1,0.00411523
940,0.6,1,0.75
941,0.875,1,0.933333
942,0.380952,1,0.551724
943,0.8,1,0.888889
944,0.0108548,1,0.0214765
945,0.0104167,1,0.0206186
946,0.259259,1,0.411765
947,0.625,1,0.769231
948,0.6,1,0.75
949,1,1,1
950,0.411765,1,0.583333
951,0.818182,1,0.9
952,0.5625,1,0.72
953,1,1,1
954,0.473684,1,0.642857
955,0.75,1,0.857143
956,1,1,1
957,0.0231362,1,0.0452261
958,0.6,1,0.75
959,0.428571,1,0.6
960,0.875,1,0.933333
961,0.09375,1,0.171429
962,0.857143,1,0.923077
963,0.529412,1,0.692308
964,0.615385,1,0.761905
965,1,1,1
966,0.027439,1,0.0534125
967,0.285714,1,0.444444
968,0.818182,1,0.9
969,0.00560399,1,0.0111455
970,0.8,1,0.888889
971,1,1,1
972,1,1,1
973,0.6,1,0.75
974,0.75,1,0.857143
975,0.727273,0.888889,0.8
976,0.9,1,0.947368
977,1,1,1
978,1,1,1
979,0.888889,1,0.941176
980,0.8,1,0.888889
981,1,0.111111,0.2
982,0.6,1,0.75
983,0.692308,1,0.818182
984,0.692308,1,0.818182
985,1,1,1
986,1,1,1
987,0.833333,1,0.909091
988,0.9,1,0.947368
989,0.9,1,0.947368
990,0.45,1,0.62069
991,0.8,1,0.888889
992,0.409091,1,0.580645
993,0.5,1,0.666667
994,1,1,1
995,0.409091,1,0.580645
996,0.176471,1,0.3
997,0.5,1,0.666667
998,0.0634921,1,0.119403
999,0.25,1,0.4
1000,0.025641,1,0.05
1001,0.818182,1,0.9
1002,0.818182,1,0.9
1003,0.8,1,0.888889
1004,0.642857,1,0.782609
1005,1,1,1
1006,0.571429,1,0.727273
1007,1,1,1
1008,0.9,1,0.947368
1009,0.8,1,0.888889
1010,0.75,1,0.857143
1011,0.0114504,1,0.0226415
1012,0.625,1,0.769231
1013,0.75,1,0.857143
1014,0.642857,1,0.782609
1015,0.777778,1,0.875
1016,0.75,1,0.857143
1017,0.00155494,1,0.00310505
1018,0.818182,1,0.9
1019,1,1,1
1020,0.777778,1,0.875
1021,1,1,1
1022,0.888889,1,0.941176
1023,0.6,1,0.75
1024,0.9,1,0.947368
1025,0.0106257,1,0.021028
1026,0.00668648,1,0.0132841
1027,0.6,1,0.75
1028,0.636364,1,0.777778
1029,0.9,1,0.947368
1030,0.818182,1,0.9
1031,0.5,1,0.666667
1032,0.583333,1,0.736842
1033,0.777778,1,0.875
1034,0.5625,1,0.72
1035,0.209302,1,0.346154
1036,0.9,1,0.947368
1037,0.818182,1,0.9
1038,0.0232558,1,0.0454545
1039,0.00236345,1,0.00471575
1040,0.75,1,0.857143
1041,0.615385,1,0.761905
1042,0.272727,1,0.428571
1043,0.9,1,0.947368
1044,0.571429,1,0.727273
1045,0.818182,1,0.9
1046,0.888889,1,0.941176
1047,0.109756,1,0.197802
1048,0.642857,1,0.782609
1049,0.888889,1,0.941176
1050,0.0155979,1,0.0307167
1051,0.45,1,0.62069
1052,0.692308,1,0.818182
1053,0.818182,1,0.9
1054,0.642857,1,0.782609
1055,0.9,1,0.947368
1056,0.642857,1,0.782609
1057,0.5,1,0.666667
1058,0.391304,1,0.5625
1059,0.7,1,0.823529
1060,0.75,1,0.857143
1061,0.5,1,0.666667
1062,0.75,1,0.857143
1063,0.642857,1,0.782609
1064,0.346154,1,0.514286
1065,0.818182,1,0.9
1066,0.307692,1,0.470588
1067,0.642857,1,0.782609
1068,0.219512,1,0.36
1069,0.642857,1,0.782609
1070,1,0.888889,0.941176
1071,0.818182,1,0.9
1072,1,1,1
1073,1,1,1
1074,0.160714,1,0.276923
1075,0.529412,1,0.692308
1076,0.777778,1,0.875
1077,0.184211,1,0.311111
1078,0.228571,1,0.372093
1079,1,0.111111,0.2
1080,1,1,1
1081,0.0957447,1,0.174757
1082,0.875,1,0.933333
1083,0.777778,0.875,0.823529
1084,0.888889,1,0.941176
1085,0.409091,1,0.580645
1086,0.0391304,1,0.0753138
1087,0.818182,1,0.9
1088,0.9,1,0.947368
1089,1,1,1
1090,0.8,0.888889,0.842105
1091,0.692308,1,0.818182
1092,0.7,1,0.823529
1093,0.9,1,0.947368
1094,0.6,1,0.75
1095,0.166667,1,0.285714
1096,0.75,1,0.857143
1097,0.888889,1,0.941176
1098,0.4,1,0.571429
1099,0.818182,1,0.9
1100,0.1,1,0.181818
1101,1,0.111111,0.2
1102,1,1,1
1103,0.145161,1,0.253521
1104,0.9,1,0.947368
1105,0.529412,1,0.692308
1106,0.75,1,0.857143
1107,0.9,1,0.947368
1108,0.75,1,0.857143
1109,1,0.111111,0.2
1110,0.030303,1,0.0588235
1111,0.9,1,0.947368
