id,precision,recall,f1
250,1,0.333333,0.5
251,0.0466667,1,0.089172
252,0.304348,1,0.466667
253,1,1,1
254,1,0.111111,0.2
255,0.222222,1,0.363636
256,0.47619,0.769231,0.588235
257,0.5,0.777778,0.608696
258,0.0419162,1,0.0804598
259,1,1,1
260,1,1,1
261,0.875,1,0.933333
262,0.171429,1,0.292683
263,0.346154,1,0.514286
264,1,1,1
265,0.259259,1,0.411765
266,0.5625,1,0.72
267,1,1,1
268,1,1,1
269,0.0779221,1,0.144578
270,0.129412,1,0.229167
271,0.444444,0.333333,0.380952
272,0.47619,1,0.645161
273,0.170213,1,0.290909
274,0.5,1,0.666667
275,0.183824,1,0.310559
276,0.25,0.444444,0.32
277,0.214286,0.9,0.346154
278,1,0.1,0.181818
279,0.333333,1,0.5
280,0.301887,1,0.463768
281,1,1,1
282,0.103261,0.791667,0.182692
283,0.470588,1,0.64
284,1,0.125,0.222222
285,0.428571,1,0.6
286,0.428571,1,0.6
287,1,0.0909091,0.166667
288,0.4,1,0.571429
289,0.5,1,0.666667
290,0.583333,0.636364,0.608696
291,1,0.692308,0.818182
292,0.818182,1,0.9
293,0.6875,1,0.814815
294,1,0.833333,0.909091
295,1,1,1
296,0.714286,0.25,0.37037
297,0.204082,1,0.338983
298,0.18,1,0.305085
299,1,0.125,0.222222
300,1,0.125,0.222222
301,0.75,1,0.857143
302,0.296296,0.8,0.432432
303,0.228571,1,0.372093
304,1,0.833333,0.909091
305,0.833333,0.555556,0.666667
306,0.409091,1,0.580645
307,0.3,1,0.461538
308,0.122449,1,0.218182
309,1,0.0833333,0.153846
310,0.7,1,0.823529
311,0.466667,0.608696,0.528302
312,1,1,1
313,0.666667,1,0.8
314,0.888889,1,0.941176
315,0.4375,1,0.608696
316,0.533333,1,0.695652
317,0.25,1,0.4
318,0.0365854,1,0.0705882
319,0.0299003,1,0.0580645
320,1,1,1
321,0.666667,1,0.8
322,0.259259,1,0.411765
323,0.3,1,0.461538
324,0.538462,1,0.7
325,0.4,1,0.571429
326,0.15,0.9,0.257143
327,0.294118,1,0.454545
328,0.625,1,0.769231
329,0.333333,1,0.5
330,0.209302,0.9,0.339623
331,0.571429,0.428571,0.489796
332,0.545455,1,0.705882
333,0.00268097,1,0.00534759
334,1,1,1
335,0.8,1,0.888889
336,0.666667,0.75,0.705882
337,1,0.214286,0.352941
338,0.16129,0.833333,0.27027
339,0.545455,1,0.705882
340,0.230769,0.545455,0.324324
341,0.123457,1,0.21978
342,0.122807,1,0.21875
343,0.375,1,0.545455
344,0.0012859,1,0.00256849
345,0.333333,0.461538,0.387097
346,0.666667,1,0.8
347,0.0304183,1,0.0590406
348,0.148936,1,0.259259
349,1,1,1
350,0.588235,0.769231,0.666667
351,0.466667,1,0.636364
352,0.0285714,1,0.0555556
353,0.692308,1,0.818182
354,0.310345,1,0.473684
355,0.75,0.75,0.75
356,0.0230548,1,0.0450704
357,0.26087,1,0.413793
358,0.2,1,0.333333
359,1,0.111111,0.2
360,0.35,1,0.518519
361,0.375,1,0.545455
362,0.461538,0.666667,0.545455
363,0.833333,1,0.909091
364,0.16129,0.555556,0.25
365,0.368421,1,0.538462
366,1,0.142857,0.25
367,0.545455,1,0.705882
368,0.25,1,0.4
369,0.7,1,0.823529
370,0.5,1,0.666667
371,0.833333,1,0.909091
372,0.242424,1,0.390244
373,0.608696,0.482759,0.538462
374,0.170732,0.583333,0.264151
375,1,1,1
376,0.105263,1,0.190476
377,0.666667,0.888889,0.761905
378,0.0588235,1,0.111111
379,0.888889,1,0.941176
380,0.269231,1,0.424242
381,0.269231,1,0.424242
382,1,0.333333,0.5
383,0.216216,1,0.355556
384,0.583333,1,0.736842
385,1,1,1
386,0.0508475,1,0.0967742
387,0.0560748,1,0.106195
388,0.214286,1,0.352941
389,0.615385,0.5,0.551724
390,0.4,1,0.571429
391,0.35,1,0.518519
392,0.4375,1,0.608696
393,1,1,1
394,0.37037,1,0.540541
395,1,1,1
396,0.0804598,1,0.148936
397,0.5,0.333333,0.4
398,0.7,1,0.823529
399,0.0625,1,0.117647
400,0.6875,0.478261,0.564103
401,1,1,1
402,0.222222,1,0.363636
403,0.470588,0.888889,0.615385
404,0.304348,0.875,0.451613
405,0.117647,1,0.210526
406,0.8,1,0.888889
407,0.692308,1,0.818182
408,0.101695,1,0.184615
409,0.7,1,0.823529
410,0.2,0.166667,0.181818
411,0.005386,1,0.0107143
412,0.318182,1,0.482759
413,0.139535,1,0.244898
414,0.481481,1,0.65
415,0.777778,1,0.875
416,0.285714,1,0.444444
417,0.133333,1,0.235294
418,0.380952,1,0.551724
419,0.333333,0.857143,0.48
420,0.0923077,1,0.169014
421,0.461538,0.5,0.48
422,1,0.0833333,0.153846
423,0.666667,1,0.8
424,0.473684,0.642857,0.545455
425,0.266667,1,0.421053
426,0.25,0.714286,0.37037
427,0.428571,1,0.6
428,0.243243,0.9,0.382979
429,0.6,1,0.75
430,0.7,1,0.823529
431,0.333333,1,0.5
432,0.010989,1,0.0217391
433,0.75,1,0.857143
434,1,0.30303,0.465116
435,0.545455,1,0.705882
436,1,0.111111,0.2
437,0.0322581,1,0.0625
438,0.458333,1,0.628571
439,0.153846,1,0.266667
440,1,0.125,0.222222
441,0.0426829,1,0.0818713
442,0.75,1,0.857143
443,0.339286,0.431818,0.38
444,0.214286,1,0.352941
445,0.4375,0.777778,0.56
446,0.333333,1,0.5
447,0.888889,1,0.941176
448,0.352941,1,0.521739
449,0.473684,0.214286,0.295082
450,0.478261,0.846154,0.611111
451,0.105263,1,0.190476
452,0.0674157,1,0.126316
453,1,1,1
454,0.0629921,1,0.118519
455,0.176471,1,0.3
456,1,1,1
457,1,1,1
458,0.263158,1,0.416667
459,0.454545,0.5,0.47619
460,0.368421,1,0.538462
461,0.230769,1,0.375
462,0.142857,1,0.25
463,0.583333,1,0.736842
464,1,0.125,0.222222
465,0.875,1,0.933333
466,0.4,1,0.571429
467,0.75,1,0.857143
468,0.75,1,0.857143
469,1,1,1
470,0.36,0.45,0.4
471,0.411765,0.583333,0.482759
472,0.347826,1,0.516129
473,0.159091,1,0.27451
474,0.166667,0.166667,0.166667
475,0.285714,1,0.444444
476,0.0886076,1,0.162791
477,0.333333,1,0.5
478,0.2,0.166667,0.181818
479,0.5,1,0.666667
480,0.235294,1,0.380952
481,0.189189,1,0.318182
482,0.357143,1,0.526316
483,0.170732,1,0.291667
484,1,1,1
485,0.484375,0.484375,0.484375
486,0.740741,1,0.851064
487,0.933333,0.875,0.903226
488,0.714286,1,0.833333
489,0.846154,1,0.916667
490,0.434783,0.909091,0.588235
491,0.363636,0.8,0.5
492,0.888889,1,0.941176
493,0.857143,1,0.923077
494,0.444444,0.25,0.32
495,0.875,1,0.933333
496,1,0.142857,0.25
497,0.230769,1,0.375
498,0.6,1,0.75
499,1,0.166667,0.285714
500,0.154762,1,0.268041
501,0.101852,0.916667,0.183333
502,1,0.8,0.888889
503,0.241379,1,0.388889
504,0.411765,1,0.583333
505,0.777778,0.636364,0.7
506,0.0140598,1,0.0277296
507,0.363636,0.571429,0.444444
508,0.230769,1,0.375
509,0.205882,1,0.341463
510,0.888889,1,0.941176
511,0.411765,1,0.583333
512,0.824561,1,0.903846
513,1,0.9,0.947368
514,1,1,1
515,0.184211,1,0.311111
516,0.4375,1,0.608696
517,0.6,1,0.75
518,0.583333,0.583333,0.583333
519,0.341463,1,0.509091
520,0.0460526,1,0.0880503
521,1,0.166667,0.285714
522,0.565217,0.866667,0.684211
523,0.380952,1,0.551724
524,0.8,0.888889,0.842105
525,0.363636,1,0.533333
526,0.5,1,0.666667
527,0.323529,1,0.488889
528,0.196429,1,0.328358
529,0.52,1,0.684211
530,0.333333,1,0.5
531,0.538462,1,0.7
532,0.145455,1,0.253968
533,0.733333,0.846154,0.785714
534,0.846154,0.916667,0.88
535,0.578947,0.916667,0.709677
536,0.636364,1,0.777778
537,0.636364,1,0.777778
538,0.357143,1,0.526316
539,1,0.714286,0.833333
540,0.0705882,1,0.131868
541,1,0.125,0.222222
542,0.111111,1,0.2
543,0.166667,0.142857,0.153846
544,0.857143,1,0.923077
545,0.7,0.583333,0.636364
546,0.261905,0.916667,0.407407
547,0.75,1,0.857143
548,0.75,1,0.857143
549,0.666667,1,0.8
550,0.625,0.714286,0.666667
551,0.75,1,0.857143
552,1,0.384615,0.555556
553,0.5,1,0.666667
554,1,1,1
555,0.34375,0.55,0.423077
556,0.0802469,1,0.148571
557,0.611111,1,0.758621
558,0.166667,0.125,0.142857
559,1,1,1
560,0.375,1,0.545455
561,1,1,1
562,0.388889,1,0.56
563,1,1,1
564,1,0.909091,0.952381
565,0.0139211,1,0.02746
566,0.26,0.928571,0.40625
567,0.242424,1,0.390244
568,0.318182,1,0.482759
569,0.21875,0.7,0.333333
570,0.347826,1,0.516129
571,1,1,1
572,0.428571,1,0.6
573,0.6,1,0.75
574,0.00199203,1,0.00397614
575,1,1,1
576,0.0921053,1,0.168675
577,0.545455,1,0.705882
578,0.259259,1,0.411765
579,1,1,1
580,0.310345,1,0.473684
581,0.714286,1,0.833333
582,0.0234375,1,0.0458015
583,0.888889,1,0.941176
584,0.333333,0.5,0.4
585,0.466667,1,0.636364
586,1,1,1
587,0.0183246,1,0.0359897
588,0.205128,1,0.340426
589,0.230769,1,0.375
590,0.4,1,0.571429
591,1,1,1
592,0.583333,1,0.736842
593,0.267857,0.9375,0.416667
594,0.458333,0.733333,0.564103
595,0.375,1,0.545455
596,0.6,1,0.75
597,0.428571,1,0.6
598,0.00345821,1,0.00689259
599,1,1,1
600,0.466667,1,0.636364
601,0.184211,1,0.311111
602,0.00180941,1,0.00361228
603,0.375,1,0.545455
604,0.5,1,0.666667
605,0.28169,0.606061,0.384615
606,0.363636,0.923077,0.521739
607,1,0.666667,0.8
608,0.233333,0.5,0.318182
609,0.12,0.545455,0.196721
610,1,1,1
611,0.384615,1,0.555556
612,0.73913,1,0.85
613,0.304348,1,0.466667
614,0.296296,1,0.457143
615,0.173913,0.5,0.258065
616,0.125,1,0.222222
617,0.6,1,0.75
618,0.285714,0.875,0.430769
619,0.8,1,0.888889
620,1,1,1
621,0.4375,1,0.608696
622,0.0560748,1,0.106195
623,0.473684,0.75,0.580645
624,0.75,1,0.857143
625,0.666667,0.857143,0.75
626,0.451613,0.311111,0.368421
627,0.25,0.5,0.333333
628,0.291667,1,0.451613
629,0.229167,1,0.372881
630,0.0298507,1,0.057971
631,0.6,1,0.75
632,0.258065,1,0.410256
633,0.8,1,0.888889
634,0.35,1,0.518519
635,0.0388889,1,0.0748663
636,1,0.714286,0.833333
637,0.692308,1,0.818182
638,1,1,1
639,1,0.125,0.222222
640,0.461538,1,0.631579
641,0.192982,1,0.323529
642,0.583333,1,0.736842
643,0.631579,1,0.774194
644,0.666667,1,0.8
645,0.407407,1,0.578947
646,0.204545,1,0.339623
647,0.107692,1,0.194444
648,0.193548,1,0.324324
649,0.291667,1,0.451613
650,1,0.518519,0.682927
651,0.2,0.866667,0.325
652,1,0.642857,0.782609
653,0.684211,1,0.8125
654,1,0.916667,0.956522
655,0.126984,1,0.225352
656,0.4,1,0.571429
657,0.0277778,1,0.0540541
658,0.615385,1,0.761905
659,0.27451,0.777778,0.405797
660,1,0.0714286,0.133333
661,0.212766,0.909091,0.344828
662,0.4,1,0.571429
663,0.875,1,0.933333
664,1,1,1
665,1,0.285714,0.444444
666,1,0.0666667,0.125
667,0.333333,0.75,0.461538
668,0.571429,1,0.727273
669,0.352941,0.428571,0.387097
670,1,0.125,0.222222
671,0.857143,1,0.923077
672,0.368421,1,0.538462
673,0.117647,1,0.210526
674,0.0882353,1,0.162162
675,0.857143,1,0.923077
676,0.0619469,1,0.116667
677,0.5,0.555556,0.526316
678,0.118421,1,0.211765
679,1,1,1
680,0.375,0.857143,0.521739
681,0.333333,1,0.5
682,0.875,0.777778,0.823529
683,1,0.142857,0.25
684,0.133333,1,0.235294
685,0.029703,1,0.0576923
686,0.5,1,0.666667
687,0.875,1,0.933333
688,0.538462,1,0.7
689,1,1,1
690,0.222222,1,0.363636
691,0.00738007,1,0.014652
692,0.142857,1,0.25
693,0.15625,0.833333,0.263158
694,0.24,1,0.387097
695,0.137255,1,0.241379
696,1,1,1
697,0.6,1,0.75
698,0.545455,1,0.705882
699,0.529412,0.75,0.62069
700,0.118644,1,0.212121
701,0.266667,1,0.421053
702,1,0.111111,0.2
703,0.190476,1,0.32
704,0.189189,1,0.318182
705,0.259259,1,0.411765
706,0.0059761,1,0.0118812
707,0.366667,0.916667,0.52381
708,0.101852,0.6875,0.177419
709,0.259259,0.466667,0.333333
710,0.5,1,0.666667
711,0.0714286,0.444444,0.123077
712,0.00108834,1,0.00217431
713,0.166667,1,0.285714
714,0.4,0.571429,0.470588
715,0.285714,1,0.444444
716,0.545455,0.666667,0.6
717,1,0.142857,0.25
718,0.4,1,0.571429
719,0.0285714,1,0.0555556
720,0.826087,1,0.904762
721,0.428571,1,0.6
722,0.0972222,1,0.177215
723,0.084507,1,0.155844
724,0.212121,0.875,0.341463
725,0.26087,1,0.413793
726,1,0.166667,0.285714
727,0.642857,1,0.782609
728,0.5,1,0.666667
729,0.010989,1,0.0217391
730,0.5,1,0.666667
731,0.833333,1,0.909091
732,0.193548,1,0.324324
733,1,1,1
734,0.866667,1,0.928571
735,0.583333,1,0.736842
736,0.5,0.75,0.6
737,0.00164699,1,0.00328857
738,0.145833,1,0.254545
739,0.354839,1,0.52381
740,1,1,1
741,1,0.75,0.857143
742,0.181818,1,0.307692
743,0.466667,0.538462,0.5
744,0.25,1,0.4
745,0.0111732,1,0.0220994
746,0.875,1,0.933333
747,0.5,1,0.666667
748,0.12069,1,0.215385
749,1,0.466667,0.636364
750,0.266667,0.333333,0.296296
751,0.466667,1,0.636364
752,0.75,1,0.857143
753,0.333333,0.714286,0.454545
754,0.333333,0.0714286,0.117647
755,0.204545,1,0.339623
756,0.733333,1,0.846154
757,0.428571,1,0.6
758,0.133333,1,0.235294
759,1,1,1
760,1,0.0909091,0.166667
761,0.0465116,1,0.0888889
762,1,0.142857,0.25
763,0.641304,0.305699,0.414035
764,0.818182,0.642857,0.72
765,0.5,1,0.666667
766,0.461538,1,0.631579
767,1,0.125,0.222222
768,0.636364,1,0.777778
769,1,1,1
770,0.5,1,0.666667
771,0.108108,1,0.195122
772,0.170213,1,0.290909
773,0.636364,1,0.777778
774,0.636364,1,0.777778
775,0.15,1,0.26087
776,1,0.8,0.888889
777,0.777778,1,0.875
778,0.0310881,1,0.0603015
779,0.347826,0.888889,0.5
780,0.212121,0.875,0.341463
781,0.130435,1,0.230769
782,0.375,1,0.545455
783,0.279141,0.481481,0.353398
784,0.4,1,0.571429
785,0.166667,1,0.285714
786,0.212121,1,0.35
787,0.146341,1,0.255319
788,0.583333,1,0.736842
789,0.153846,1,0.266667
790,0.115385,0.214286,0.15
791,0.0377358,1,0.0727273
792,1,0.7,0.823529
793,0.325,1,0.490566
794,0.291667,1,0.451613
795,0.291667,1,0.451613
796,1,1,1
797,0.538462,1,0.7
798,0.222222,1,0.363636
799,0.470588,0.444444,0.457143
800,0.0223048,1,0.0436364
801,0.291667,1,0.451613
802,0.0833333,1,0.153846
803,0.6,1,0.75
804,0.105263,1,0.190476
805,0.857143,1,0.923077
806,0.333333,1,0.5
807,0.075,1,0.139535
808,0.666667,0.526316,0.588235
809,0.325581,1,0.491228
810,0.193548,1,0.324324
811,0.727273,1,0.842105
812,0.0718232,0.65,0.129353
813,0.548387,0.708333,0.618182
814,0.785714,1,0.88
815,0.00827586,1,0.0164159
816,0.5,1,0.666667
817,0.288462,1,0.447761
818,0.352941,0.461538,0.4
819,0.75,1,0.857143
820,0.084507,1,0.155844
821,0.22449,1,0.366667
822,1,0.6875,0.814815
823,0.214286,1,0.352941
824,0.235294,1,0.380952
825,1,0.111111,0.2
826,0.4375,0.608696,0.509091
827,0.166667,0.857143,0.27907
828,0.140351,1,0.246154
829,0.205882,1,0.341463
830,0.857143,1,0.923077
831,0.3,1,0.461538
832,0.176471,1,0.3
833,0.5,0.62069,0.553846
834,0.212766,0.625,0.31746
835,0.192308,0.3125,0.238095
836,0.114943,1,0.206186
837,0.347826,1,0.516129
838,0.333333,1,0.5
839,0.011215,1,0.0221811
840,0.666667,1,0.8
841,0.571429,1,0.727273
842,0.3,1,0.461538
843,0.25,1,0.4
844,0.5,1,0.666667
845,1,1,1
846,0.571429,0.8,0.666667
847,0.375,0.6,0.461538
848,0.388889,1,0.56
849,0.333333,1,0.5
850,1,1,1
851,1,0.166667,0.285714
852,0.235294,1,0.380952
853,1,0.125,0.222222
854,0.47619,0.909091,0.625
855,0.00150113,1,0.00299775
856,0.565217,1,0.722222
857,0.154762,1,0.268041
858,0.714286,0.5,0.588235
859,0.666667,0.352941,0.461538
860,0.472222,1,0.641509
861,0.7,1,0.823529
862,1,1,1
863,0.125,1,0.222222
864,0.0666667,1,0.125
865,0.00446097,1,0.00888231
866,0.26087,1,0.413793
867,0.0810811,1,0.15
868,0.162162,1,0.27907
869,1,1,1
870,0.05,1,0.0952381
871,0.333333,1,0.5
872,1,0.166667,0.285714
873,0.225806,1,0.368421
874,0.521739,0.521739,0.521739
875,0.62963,1,0.772727
876,0.615385,1,0.761905
877,0.875,1,0.933333
878,0.6,1,0.75
879,0.5,0.7,0.583333
880,0.727273,1,0.842105
881,0.333333,0.125,0.181818
882,0.888889,1,0.941176
883,1,1,1
884,0.4375,1,0.608696
885,1,0.857143,0.923077
886,1,1,1
887,0.0731707,1,0.136364
888,0.692308,0.9,0.782609
889,1,0.166667,0.285714
890,0.0560748,1,0.106195
891,0.434783,0.769231,0.555556
892,0.52381,1,0.6875
893,0.538462,0.636364,0.583333
894,0.347826,0.888889,0.5
895,0.333333,0.875,0.482759
896,0.109091,1,0.196721
897,1,0.411765,0.583333
898,1,0.111111,0.2
899,0.2,0.142857,0.166667
900,0.046875,1,0.0895522
901,0.62963,0.320755,0.425
902,0.636364,0.4375,0.518519
903,1,0.0769231,0.142857
904,0.5625,0.9,0.692308
905,0.2,1,0.333333
906,0.615385,1,0.761905
907,0.538462,1,0.7
908,1,0.142857,0.25
909,0.388889,1,0.56
910,0.25,0.142857,0.181818
911,0.625,1,0.769231
912,1,1,1
913,1,0.111111,0.2
914,0.0507246,1,0.0965517
915,0.315789,1,0.48
916,0.666667,1,0.8
917,0.146341,1,0.255319
918,0.777778,1,0.875
919,0.435897,0.944444,0.596491
920,0.428571,0.1875,0.26087
921,0.533333,1,0.695652
922,1,1,1
923,0.6,1,0.75
924,0.8,0.292683,0.428571
925,0.625,1,0.769231
926,0.681818,1,0.810811
927,1,0.909091,0.952381
928,0.111111,1,0.2
929,1,0.555556,0.714286
930,0.4,1,0.571429
931,1,1,1
932,0.0576923,1,0.109091
933,0.272727,1,0.428571
934,0.133333,1,0.235294
935,0.26087,1,0.413793
936,1,1,1
937,0.2,1,0.333333
938,0.636364,1,0.777778
939,0.461538,1,0.631579
940,1,0.875,0.933333
941,0.0695652,1,0.130081
942,0.5625,0.346154,0.428571
943,0.113924,1,0.204545
944,0.5,1,0.666667
945,1,1,1
946,0.12766,1,0.226415
947,0.625,1,0.769231
948,1,1,1
949,0.296296,1,0.457143
950,0.545455,1,0.705882
951,0.1,0.166667,0.125
952,0.583333,0.875,0.7
953,0.52,1,0.684211
954,0.170213,0.666667,0.271186
955,0.478261,1,0.647059
956,0.32,1,0.484848
957,0.352941,1,0.521739
958,0.615385,1,0.761905
959,1,1,1
960,0.118644,1,0.212121
961,0.0638298,1,0.12
962,0.272727,1,0.428571
963,0.227273,0.333333,0.27027
964,0.631579,0.923077,0.75
965,0.23913,0.916667,0.37931
966,1,1,1
967,0.571429,1,0.727273
968,0.4375,1,0.608696
969,0.5,1,0.666667
970,0.666667,0.5,0.571429
971,0.857143,0.666667,0.75
972,1,1,1
973,0.25,0.636364,0.358974
974,0.6,0.6,0.6
975,0.333333,1,0.5
976,0.0492958,1,0.0939597
977,0.2,1,0.333333
978,1,1,1
979,0.4,1,0.571429
980,0.846154,1,0.916667
981,0.0454545,0.142857,0.0689655
982,0.75,1,0.857143
983,0.571429,1,0.727273
984,0.75,1,0.857143
985,0.714286,1,0.833333
986,0.428571,1,0.6
987,0.0216718,1,0.0424242
988,0.153846,1,0.266667
989,0.0314136,1,0.0609137
990,0.4,0.588235,0.47619
991,0.264706,1,0.418605
992,0.5,1,0.666667
993,0.0823529,1,0.152174
994,0.4,1,0.571429
995,0.777778,0.7,0.736842
996,0.347826,1,0.516129
997,0.0159151,1,0.0313316
998,0.703704,1,0.826087
999,1,0.785714,0.88
1000,1,1,1
1001,0.354839,1,0.52381
1002,1,1,1
1003,0.47619,1,0.645161
1004,0.473684,1,0.642857
1005,0.818182,1,0.9
1006,0.409091,1,0.580645
1007,0.375,1,0.545455
1008,0.8,1,0.888889
1009,0.533333,1,0.695652
