id,precision,recall,f1
336,1,0.1875,0.315789
337,0.727273,0.571429,0.64
338,0.212766,0.833333,0.338983
339,0.8,1,0.888889
340,0.12,0.545455,0.196721
341,0.140845,1,0.246914
342,0.118644,1,0.212121
343,1,1,1
344,0.75,1,0.857143
345,1,0.384615,0.555556
346,0.0759494,1,0.141176
347,0.857143,0.75,0.8
348,1,0.857143,0.923077
349,1,1,1
350,0.428571,0.923077,0.585366
351,0.777778,1,0.875
352,0.0451128,1,0.0863309
353,0.9,1,0.947368
354,1,0.777778,0.875
355,1,0.75,0.857143
356,0.571429,1,0.727273
357,0.26087,1,0.413793
358,0.24,1,0.387097
359,0.0720721,0.888889,0.133333
360,0.7,1,0.823529
361,0.428571,1,0.6
362,0.310345,1,0.473684
363,1,0.9,0.947368
364,0.230769,1,0.375
365,0.388889,1,0.56
366,0.111111,1,0.2
367,1,1,1
368,1,1,1
369,0.636364,1,0.777778
370,1,0.833333,0.909091
371,1,1,1
372,0.470588,1,0.64
373,0.933333,0.482759,0.636364
374,0.636364,0.583333,0.608696
375,1,1,1
376,1,0.666667,0.8
377,0.216216,0.888889,0.347826
378,0.777778,0.875,0.823529
379,0.8,1,0.888889
380,1,1,1
381,1,1,1
382,0.359375,0.958333,0.522727
383,0.08,1,0.148148
384,0.184211,1,0.311111
385,1,1,1
386,0.75,1,0.857143
387,0.473684,0.75,0.580645
388,0.3,1,0.461538
389,0.8,0.5,0.615385
390,1,1,1
391,1,0.571429,0.727273
392,0.411765,1,0.583333
393,1,1,1
394,0.25641,1,0.408163
395,1,1,1
396,0.538462,1,0.7
397,0.857143,0.666667,0.75
398,0.7,1,0.823529
399,1,1,1
400,0.733333,0.478261,0.578947
401,1,1,1
402,0.470588,1,0.64
403,0.666667,0.888889,0.761905
404,0.777778,0.875,0.823529
405,0.857143,1,0.923077
406,0.916667,0.916667,0.916667
407,0.9,1,0.947368
408,1,1,1
409,1,1,1
410,0.666667,1,0.8
411,0.857143,1,0.923077
412,0.333333,1,0.5
413,1,1,1
414,0.240741,1,0.38806
415,1,1,1
416,0.75,1,0.857143
417,1,1,1
418,0.421053,1,0.592593
419,1,0.857143,0.923077
420,0.0191693,1,0.0376176
421,1,0.5,0.666667
422,1,0.416667,0.588235
423,0.857143,1,0.923077
424,0.202899,1,0.337349
425,0.097561,1,0.177778
426,0.184211,1,0.311111
427,1,1,1
428,0.140845,1,0.246914
429,1,1,1
430,0.233333,1,0.378378
431,0.533333,1,0.695652
432,0.6,1,0.75
433,1,1,1
434,1,0.30303,0.465116
435,0.857143,1,0.923077
436,1,1,1
437,0.857143,1,0.923077
438,0.458333,1,0.628571
439,0.466667,0.875,0.608696
440,0.0192308,1,0.0377358
441,0.777778,1,0.875
442,1,1,1
443,1,0.272727,0.428571
444,0.625,0.833333,0.714286
445,0.538462,0.777778,0.636364
446,0.306122,1,0.46875
447,1,0.875,0.933333
448,0.315789,1,0.48
449,0.466667,0.5,0.482759
450,1,0.846154,0.916667
451,0.347826,1,0.516129
452,1,1,1
453,1,1,1
454,1,1,1
455,1,1,1
456,1,1,1
457,1,1,1
458,0.344828,1,0.512821
459,0.833333,0.5,0.625
460,0.4375,1,0.608696
461,0.6,1,0.75
462,0.125,1,0.222222
463,0.0909091,1,0.166667
464,1,0.875,0.933333
465,0.875,1,0.933333
466,1,1,1
467,1,1,1
468,0.290323,1,0.45
469,1,1,1
470,0.126984,0.8,0.219178
471,0.315789,1,0.48
472,0.777778,0.875,0.823529
473,0.269231,1,0.424242
474,0.857143,1,0.923077
475,1,1,1
476,0.777778,1,0.875
477,1,1,1
478,0.315789,1,0.48
479,0.857143,0.666667,0.75
480,0.195122,1,0.326531
481,0.304348,1,0.466667
482,0.583333,0.7,0.636364
483,0.291667,1,0.451613
484,1,1,1
485,0.475806,0.921875,0.62766
486,0.155172,0.9,0.264706
487,0.262295,1,0.415584
488,0.714286,0.666667,0.689655
489,1,1,1
490,0.0179445,1,0.0352564
491,0.615385,0.8,0.695652
492,0.888889,1,0.941176
493,0.146341,1,0.255319
494,1,0.25,0.4
495,1,1,1
496,0.625,0.714286,0.666667
497,0.0666667,1,0.125
498,0.6,1,0.75
499,1,0.666667,0.8
500,0.666667,0.307692,0.421053
501,0.857143,1,0.923077
502,0.0847458,1,0.15625
503,1,1,1
504,1,1,1
505,1,0.636364,0.777778
506,0.470588,1,0.64
507,0.266667,0.571429,0.363636
508,0.26087,1,0.413793
509,0.8,0.857143,0.827586
510,1,1,1
511,1,1,1
512,0.626667,1,0.770492
513,1,0.8,0.888889
514,1,1,1
515,0.205882,1,0.341463
516,1,0.571429,0.727273
517,1,1,1
518,0.28,0.583333,0.378378
519,0.291667,1,0.451613
520,0.411765,1,0.583333
521,1,0.833333,0.909091
522,0.866667,0.866667,0.866667
523,0.285714,1,0.444444
524,0.264706,1,0.418605
525,0.888889,1,0.941176
526,0.4,1,0.571429
527,0.366667,1,0.536585
528,0.268293,1,0.423077
529,0.216667,1,0.356164
530,1,1,1
531,0.777778,1,0.875
532,1,1,1
533,0.0738636,1,0.137566
534,0.916667,0.916667,0.916667
535,0.366667,0.916667,0.52381
536,0.7,1,0.823529
537,0.269231,1,0.424242
538,1,0.5,0.666667
539,1,0.714286,0.833333
540,0.0659341,1,0.123711
541,0.571429,1,0.727273
542,1,1,1
543,1,0.714286,0.833333
544,0.857143,1,0.923077
545,0.857143,0.5,0.631579
546,0.333333,0.916667,0.488889
547,1,0.833333,0.909091
548,0.218182,1,0.358209
549,1,1,1
550,0.833333,0.714286,0.769231
551,1,1,1
552,0.409091,0.692308,0.514286
553,1,0.9,0.947368
554,1,1,1
555,0.846154,0.55,0.666667
556,1,1,1
557,0.777778,0.636364,0.7
558,0.0238095,1,0.0465116
559,1,1,1
560,0.857143,1,0.923077
561,1,1,1
562,1,0.857143,0.923077
563,1,1,1
564,1,0.0909091,0.166667
565,1,1,1
566,0.272727,0.214286,0.24
567,1,1,1
568,0.333333,1,0.5
569,0.75,0.3,0.428571
570,0.363636,1,0.533333
571,1,1,1
572,0.428571,1,0.6
573,0.6,1,0.75
574,1,1,1
575,1,1,1
576,0.875,1,0.933333
577,0.6,1,0.75
578,0.4,1,0.571429
579,1,1,1
580,0.888889,0.888889,0.888889
581,1,1,1
582,1,1,1
583,0.0268456,1,0.0522876
584,0.112245,0.916667,0.2
585,0.7,1,0.823529
586,1,0.75,0.857143
587,0.777778,1,0.875
588,0.388889,0.875,0.538462
589,0.428571,1,0.6
590,0.4,1,0.571429
591,1,1,1
592,0.196262,1,0.328125
593,0.123077,1,0.219178
594,1,0.4,0.571429
595,0.155844,1,0.269663
596,1,1,1
597,1,1,1
598,0.545455,1,0.705882
599,0.32,1,0.484848
600,0.636364,1,0.777778
601,0.75,0.857143,0.8
602,0.015025,1,0.0296053
603,0.375,1,0.545455
604,1,1,1
605,0.692308,0.272727,0.391304
606,0.611111,0.846154,0.709677
607,1,0.666667,0.8
608,0.666667,0.428571,0.521739
609,0.122449,0.545455,0.2
610,1,0.857143,0.923077
611,0.413793,0.8,0.545455
612,1,1,1
613,0.466667,1,0.636364
614,0.727273,1,0.842105
615,0.8,1,0.888889
616,0.777778,1,0.875
617,0.6,1,0.75
618,0.340909,0.9375,0.5
619,1,0.875,0.933333
620,1,1,1
621,0.538462,1,0.7
622,1,1,1
623,0.5625,0.75,0.642857
624,1,1,1
625,0.666667,0.857143,0.75
626,0.418367,0.911111,0.573427
627,0.11236,1,0.20202
628,0.466667,1,0.636364
629,0.846154,1,0.916667
630,0.25,1,0.4
631,0.666667,1,0.8
632,0.777778,0.875,0.823529
633,1,1,1
634,1,0.714286,0.833333
635,1,1,1
636,1,0.714286,0.833333
637,1,1,1
638,1,1,1
639,1,1,1
640,0.6,1,0.75
641,0.647059,1,0.785714
642,1,1,1
643,0.631579,1,0.774194
644,0.666667,1,0.8
645,0.647059,1,0.785714
646,0.473684,1,0.642857
647,0.155556,1,0.269231
648,0.285714,1,0.444444
649,0.28,1,0.4375
650,1,0.518519,0.682927
651,0.464286,0.866667,0.604651
652,1,0.642857,0.782609
653,0.857143,0.923077,0.888889
654,1,0.916667,0.956522
655,0.112676,1,0.202532
656,1,1,1
657,0.666667,1,0.8
658,1,1,1
659,1,0.388889,0.56
660,1,0.357143,0.526316
661,0.611111,1,0.758621
662,0.105263,1,0.190476
663,1,1,1
664,1,1,1
665,0.405405,0.714286,0.517241
666,0.270833,0.866667,0.412698
667,0.216216,1,0.355556
668,0.470588,1,0.64
669,0.375,0.535714,0.441176
670,0.888889,1,0.941176
671,0.857143,1,0.923077
672,0.5,1,0.666667
673,1,1,1
674,1,1,1
675,0.857143,1,0.923077
676,1,1,1
677,0.833333,0.555556,0.666667
678,1,0.777778,0.875
679,1,0.857143,0.923077
680,0.857143,0.857143,0.857143
681,0.545455,1,0.705882
682,0.152542,1,0.264706
683,0.636364,1,0.777778
684,0.166667,1,0.285714
685,1,1,1
686,0.153846,1,0.266667
687,0.875,1,0.933333
688,1,1,1
689,1,1,1
690,0.727273,1,0.842105
691,0.625,0.833333,0.714286
692,0.333333,1,0.5
693,0.4,1,0.571429
694,0.6,1,0.75
695,0.875,1,0.933333
696,1,0.857143,0.923077
697,1,1,1
698,0.25,1,0.4
699,0.75,0.75,0.75
700,0.259259,1,0.411765
701,1,0.875,0.933333
702,0.473684,1,0.642857
703,0.571429,1,0.727273
704,0.875,1,0.933333
705,0.4375,1,0.608696
706,0.461538,1,0.631579
707,0.647059,0.916667,0.758621
708,0.5,0.6875,0.578947
709,0.388889,0.466667,0.424242
710,0.4375,1,0.608696
711,1,0.555556,0.714286
712,0.857143,1,0.923077
713,0.571429,1,0.727273
714,0.888889,0.571429,0.695652
715,0.777778,0.875,0.823529
716,0.6,1,0.75
717,0.636364,1,0.777778
718,0.0963855,1,0.175824
719,0.75,1,0.857143
720,0.558824,1,0.716981
721,0.857143,0.5,0.631579
722,1,1,1
723,0.157895,1,0.272727
724,0.388889,0.875,0.538462
725,0.352941,1,0.521739
726,0.4,1,0.571429
727,0.0275229,1,0.0535714
728,1,1,1
729,0.176471,1,0.3
730,1,1,1
731,0.833333,1,0.909091
732,0.857143,1,0.923077
733,1,1,1
734,0.857143,0.923077,0.888889
735,1,0.857143,0.923077
736,0.615385,1,0.761905
737,0.857143,1,0.923077
738,0.777778,1,0.875
739,1,0.454545,0.625
740,1,1,1
741,1,0.75,0.857143
742,1,1,1
743,0.466667,0.538462,0.5
744,1,0.5,0.666667
745,0.571429,1,0.727273
746,0.127273,1,0.225806
747,0.162162,1,0.27907
748,0.529412,0.642857,0.580645
749,0.333333,0.333333,0.333333
750,1,0.416667,0.588235
751,0.466667,1,0.636364
752,1,1,1
753,1,0.380952,0.551724
754,0.8,0.285714,0.421053
755,1,1,1
756,0.818182,0.818182,0.818182
757,0.1875,1,0.315789
758,1,1,1
759,1,0.833333,0.909091
760,0.272727,0.545455,0.363636
761,1,1,1
762,0.35,1,0.518519
763,0.602564,0.243523,0.346863
764,0.25,1,0.4
765,0.65,1,0.787879
766,1,1,1
767,0.16,1,0.275862
768,1,1,1
769,1,1,1
770,0.777778,1,0.875
771,0.25,0.625,0.357143
772,0.666667,1,0.8
773,0.636364,1,0.777778
774,0.777778,1,0.875
775,0.75,1,0.857143
776,1,0.8,0.888889
777,0.7,1,0.823529
778,0.857143,1,0.923077
779,0.571429,0.888889,0.695652
780,1,0.875,0.933333
781,0.223881,1,0.365854
782,1,1,1
783,0.318182,0.518519,0.394366
784,1,1,1
785,0.857143,0.857143,0.857143
786,1,0.428571,0.6
787,1,1,1
788,0.875,1,0.933333
789,0.75,1,0.857143
790,1,0.428571,0.6
791,0.571429,0.4,0.470588
792,0.583333,0.7,0.636364
793,0.464286,1,0.634146
794,0.304348,1,0.466667
795,0.5,1,0.666667
796,0.875,1,0.933333
797,0.777778,1,0.875
798,0.857143,1,0.923077
799,0.545455,0.666667,0.6
800,1,0.583333,0.736842
801,0.137255,1,0.241379
802,0.714286,0.714286,0.714286
803,0.6,1,0.75
804,1,1,1
805,0.857143,1,0.923077
806,0.104839,1,0.189781
807,1,1,1
808,0.75,0.473684,0.580645
809,0.928571,0.928571,0.928571
810,0.03125,1,0.0606061
811,0.888889,1,0.941176
812,0.48,0.6,0.533333
813,0.510638,1,0.676056
814,0.15942,1,0.275
815,0.6,1,0.75
816,0.666667,1,0.8
817,0.888889,0.533333,0.666667
818,0.106557,1,0.192593
819,0.714286,0.833333,0.769231
820,1,1,1
821,1,0.409091,0.580645
822,0.75,0.75,0.75
823,0.394737,1,0.566038
824,0.727273,1,0.842105
825,0.818182,1,0.9
826,0.538462,0.608696,0.571429
827,0.451613,1,0.622222
828,0.181818,1,0.307692
829,0.205882,1,0.341463
830,0.857143,1,0.923077
831,0.6,1,0.75
832,1,1,1
833,0.636364,0.482759,0.54902
834,0.107527,0.625,0.183486
835,0.769231,0.625,0.689655
836,0.0662252,1,0.124224
837,0.666667,1,0.8
838,0.714286,0.714286,0.714286
839,1,1,1
840,1,1,1
841,0.8,1,0.888889
842,1,1,1
843,1,1,1
844,0.583333,1,0.736842
845,1,1,1
846,0.307692,0.8,0.444444
847,0.857143,0.6,0.705882
848,0.411765,1,0.583333
849,0.368421,1,0.538462
850,1,0.857143,0.923077
851,0.0189873,1,0.0372671
852,0.666667,1,0.8
853,1,0.75,0.857143
854,0.904762,0.863636,0.883721
855,1,1,1
856,0.590909,1,0.742857
857,0.625,0.769231,0.689655
858,0.344828,1,0.512821
859,0.583333,0.411765,0.482759
860,0.944444,1,0.971429
861,1,1,1
862,1,1,1
863,0.7,1,0.823529
864,0.428571,1,0.6
865,0.545455,1,0.705882
866,0.352941,1,0.521739
867,1,1,1
868,1,0.416667,0.588235
869,1,0.875,0.933333
870,1,1,1
871,1,1,1
872,1,1,1
873,0.152174,1,0.264151
874,0.888889,0.521739,0.657534
875,0.653846,1,0.790698
876,0.533333,1,0.695652
877,0.933333,1,0.965517
878,1,1,1
879,0.875,0.7,0.777778
880,0.533333,1,0.695652
881,0.275862,1,0.432432
882,0.888889,1,0.941176
883,1,1,1
884,0.7,1,0.823529
885,1,0.857143,0.923077
886,1,1,1
887,1,1,1
888,0.818182,0.9,0.857143
889,0.666667,1,0.8
890,0.4,1,0.571429
891,0.322581,0.769231,0.454545
892,0.846154,1,0.916667
893,0.101852,1,0.184874
894,0.375,1,0.545455
895,0.7,0.875,0.777778
896,1,1,1
897,0.56,0.823529,0.666667
898,0.038961,1,0.075
899,1,0.857143,0.923077
900,0.75,1,0.857143
901,0.538462,0.528302,0.533333
902,0.390244,1,0.561404
903,0.37037,0.769231,0.5
904,0.818182,0.9,0.857143
905,1,0.375,0.545455
906,0.470588,1,0.64
907,1,1,1
908,1,0.857143,0.923077
909,0.368421,1,0.538462
910,0.241379,1,0.388889
911,0.588235,1,0.740741
912,1,0.857143,0.923077
913,0.130435,1,0.230769
914,0.0619469,1,0.116667
915,1,1,1
916,1,1,1
917,1,1,1
918,1,1,1
919,0.62963,0.944444,0.755556
920,0.75,0.75,0.75
921,1,1,1
922,1,1,1
923,0.0229885,1,0.0449438
924,0.733333,0.268293,0.392857
925,0.928571,0.866667,0.896552
926,0.681818,1,0.810811
927,1,0.909091,0.952381
928,0.666667,0.666667,0.666667
929,1,0.444444,0.615385
930,0.470588,1,0.64
931,1,1,1
932,0.0731707,1,0.136364
933,1,1,1
934,1,1,1
935,0.3,1,0.461538
936,0.769231,1,0.869565
937,1,1,1
938,0.875,1,0.933333
939,0.666667,1,0.8
940,1,0.875,0.933333
941,0.636364,0.875,0.736842
942,1,0.307692,0.470588
943,0.75,1,0.857143
944,0.666667,1,0.8
945,1,1,1
946,0.6,1,0.75
947,0.204082,1,0.338983
948,1,1,1
949,0.117647,1,0.210526
950,1,0.833333,0.909091
951,1,0.833333,0.909091
952,0.121212,1,0.216216
953,0.541667,1,0.702703
954,0.363636,1,0.533333
955,0.215686,1,0.354839
956,0.4,1,0.571429
957,1,1,1
958,0.347826,1,0.516129
959,1,1,1
960,1,1,1
961,1,1,1
962,1,1,1
963,0.333333,0.333333,0.333333
964,0.533333,0.615385,0.571429
965,0.186441,0.916667,0.309859
966,1,1,1
967,1,1,1
968,0.583333,1,0.736842
969,0.5,1,0.666667
970,1,0.46875,0.638298
971,1,0.666667,0.8
972,1,1,1
973,0.833333,0.454545,0.588235
974,1,0.6,0.75
975,1,1,1
976,1,1,1
977,1,1,1
978,1,1,1
979,1,1,1
980,0.647059,1,0.785714
981,0.857143,0.857143,0.857143
982,0.0645161,1,0.121212
983,0.4,1,0.571429
984,0.62069,1,0.765957
985,0.681818,1,0.810811
986,0.428571,1,0.6
987,0.636364,1,0.777778
988,0.214286,1,0.352941
989,0.75,1,0.857143
990,1,0.470588,0.64
991,0.5625,1,0.72
992,0.333333,1,0.5
993,0.184211,1,0.311111
994,0.461538,1,0.631579
995,0.416667,1,0.588235
996,0.307692,1,0.470588
997,0.5,1,0.666667
998,0.75,0.947368,0.837209
999,1,0.714286,0.833333
1000,1,1,1
1001,1,1,1
1002,1,1,1
1003,1,0.6,0.75
1004,1,1,1
1005,0.818182,1,0.9
1006,1,1,1
1007,0.5,1,0.666667
1008,1,1,1
1009,0.131148,1,0.231884
1010,0.411765,0.875,0.56
1011,1,1,1
1012,1,1,1
1013,1,1,1
1014,1,1,1
1015,1,1,1
1016,1,1,1
1017,0.166667,1,0.285714
1018,0.4,1,0.571429
1019,0.6,1,0.75
1020,1,0.444444,0.615385
1021,1,1,1
1022,0.5,1,0.666667
1023,0.75,0.857143,0.8
1024,0.470588,1,0.64
1025,1,0.666667,0.8
1026,1,1,1
1027,0.857143,1,0.923077
1028,1,1,1
1029,0.4,0.75,0.521739
1030,0.545455,1,0.705882
1031,0.197917,0.826087,0.319328
1032,0.4,1,0.571429
1033,1,1,1
1034,0.382353,1,0.553191
1035,1,1,1
1036,0.545455,1,0.705882
1037,1,1,1
1038,1,0.916667,0.956522
1039,0.888889,0.888889,0.888889
1040,0.6,0.6,0.6
1041,0.28125,1,0.439024
1042,1,1,1
1043,0.6,1,0.75
1044,0.866667,1,0.928571
1045,1,0.9,0.947368
1046,0.115942,1,0.207792
1047,1,0.428571,0.6
1048,0.6,0.5,0.545455
1049,0.0695652,1,0.130081
1050,0.411765,0.875,0.56
1051,0.0192308,0.166667,0.0344828
1052,0.473684,1,0.642857
1053,0.176471,1,0.3
1054,1,1,1
1055,1,0.333333,0.5
1056,1,0.769231,0.869565
1057,0.875,0.777778,0.823529
1058,0.0157068,1,0.0309278
1059,0.466667,1,0.636364
1060,0.176471,1,0.3
1061,1,1,1
1062,1,0.714286,0.833333
1063,1,1,1
1064,1,0.777778,0.875
1065,0.857143,1,0.923077
1066,0.857143,1,0.923077
1067,0.75,0.375,0.5
1068,0.444444,1,0.615385
1069,1,1,1
1070,1,0.269231,0.424242
1071,0.75,0.545455,0.631579
1072,0.152542,1,0.264706
1073,0.777778,1,0.875
1074,0.666667,1,0.8
1075,1,1,1
1076,0.653846,1,0.790698
1077,0.333333,0.272727,0.3
1078,0.08,1,0.148148
1079,0.411765,1,0.583333
1080,0.0545455,1,0.103448
1081,0.5,0.727273,0.592593
1082,0.347826,1,0.516129
1083,1,1,1
1084,0.875,0.7,0.777778
1085,1,0.625,0.769231
1086,0.310345,1,0.473684
1087,0.272727,1,0.428571
1088,1,1,1
